Latitude,Longitude,Depth,Magnitude,Energy,Is_Shallow,Is_Night,Region_Code,Season_Code,Intensity_Index,Risk_Class
-0.6917027158581773,0.4655814172565533,-0.015272812294867932,0.8440792791039394,-0.022590875248488167,1,0,0,1,1.6158184457956388,2
-0.6758334037096033,0.4406917706345769,-0.7161885571693318,-0.2659026672209769,-0.022691413965261937,1,0,0,1,2.0926339427855924,2
-0.6666459072025341,0.552695180433476,-0.5409596209507159,-0.5433981538022078,-0.02270126369682387,1,0,0,1,1.8000762317102819,2
1.77138157499155,-1.8043543546678227,2.508023869253202,-0.2659026672209769,-0.022691413965261937,0,1,0,0,1.119630132976392,1
-0.7944356313463146,0.17686151644161152,0.5104139963609801,0.2890883059414825,-0.02265784805142817,1,1,0,0,1.4025436317302664,1
1.6043361839539285,0.7144778834763315,-0.7161885571693318,-0.2659026672209769,-0.022691413965261937,1,0,0,2,2.0926339427855924,2
1.5951486874468594,-1.2742048816196945,-0.7161885571693318,-0.8208936403834363,-0.022708236772760453,1,1,0,2,2.012148021909223,2
1.0180068614118774,-1.087532531954861,-0.7161885571693318,1.399070252266399,-0.022457246938654134,1,0,0,2,2.334091705414699,2
0.6112513342352695,-0.8622812300259615,0.08986454943630166,-0.2659026672209769,-0.022691413965261937,1,0,0,0,1.4625853531261874,1
0.9278023502515619,0.5066493341828182,-0.7161885571693318,-0.2659026672209769,-0.022691413965261937,1,0,0,0,2.0926339427855924,2
0.9904443718906699,0.5999855090152351,-0.7161885571693318,-0.2659026672209769,-0.022691413965261937,1,0,0,0,2.0926339427855924,2
1.0163364075015011,-1.1111776962457396,-0.7161885571693318,0.566583792522711,-0.022630087736116487,1,1,0,0,2.2133628241001455,2
-0.39937328154234,0.2739311382673251,2.3327949330345863,-0.5433981538022078,-0.02270126369682387,0,0,0,0,1.109873118946097,1
1.7062338724868775,0.23659666833435877,1.596833400916399,-0.5433981538022078,-0.02270126369682387,0,0,0,0,1.170608411734321,1
0.4893081987778058,0.5414948394535856,4.57572531663287,1.399070252266399,-0.022457246938654134,0,1,0,0,1.1386502618603833,1
-1.0892707465277163,0.7269227067873214,0.860871868798212,1.399070252266399,-0.022457246938654134,1,1,0,0,1.434560092310298,1
0.5486093125961614,0.520338639824906,-0.22554753575720712,-0.8208936403834363,-0.022708236772760453,1,1,0,0,1.5346383821506742,2
0.9035807685511069,-1.1373118251988172,-0.015272812294867932,-0.8208936403834363,-0.022708236772760453,1,1,0,0,1.4426950408889634,1
1.7880861140953117,0.5925186150286414,2.998664890665327,0.01159281936025158,-0.022677500849626255,0,1,0,0,1.110951659394928,1
1.302819253131022,0.25277493863864375,0.4753682091172568,0.8440792791039394,-0.022590875248488167,1,0,0,0,1.4626598367596555,1
0.6647058593673081,-3.173284918876602,1.6669249754038453,-0.8208936403834363,-0.022708236772760453,0,0,0,0,1.1410245570933435,1
-0.49793006225453657,0.37971213641073015,-0.7161885571693318,-0.8208936403834363,-0.022708236772760453,1,0,0,0,2.012148021909223,2
-0.6198731977120002,0.6037189560085301,-0.7161885571693318,-0.5433981538022078,-0.02270126369682387,1,0,0,0,2.052390982347408,2
-1.202861612433299,0.7543013180714968,3.2439854013713894,-0.8208936403834363,-0.022708236772760453,0,1,0,1,1.0355582242660195,1
1.2585522245060523,0.16441669313062332,-0.7161885571693318,-0.8208936403834363,-0.022708236772760453,1,0,0,1,2.012148021909223,2
0.9094273572374236,-3.205641459485174,-0.7161885571693318,-0.5433981538022078,-0.02270126369682387,1,0,0,1,2.052390982347408,2
0.46174570925659814,0.4506476292833678,2.5781154437406486,0.2890883059414825,-0.02265784805142817,0,0,0,1,1.1579437172917935,1
1.8039554262438862,0.9285288444253404,-0.751234344413055,-0.2659026672209769,-0.022691413965261937,1,1,0,0,2.168568435406081,2
1.7530065819774117,0.7903913056733637,-0.4358222592195463,0.8440792791039394,-0.022590875248488167,1,1,0,0,1.8693259238938706,2
1.6009952761331763,-1.5417685828059566,-0.15545596126976072,-0.8208936403834363,-0.022708236772760453,1,0,0,0,1.5005081425020654,2
1.5492112049115132,-1.9138687998045245,-0.8563717061442246,-0.2659026672209769,-0.022691413965261937,1,0,0,0,2.500671404207537,0
-1.0675548456928254,0.6684320372256737,1.8771996988661845,-0.8208936403834363,-0.022708236772760453,0,0,0,0,1.1224989134110477,1
-0.9990662353674007,0.5912741326975419,0.26509348565491764,0.566583792522711,-0.022630087736116487,1,0,0,0,1.4909676687499924,1
-1.0299696327093606,0.6721654842189705,0.019772974948855264,-0.2659026672209769,-0.022691413965261937,1,0,0,0,1.4871982710139067,1
